sansan_organization_code,sansan_location_code,corporate_number,data_source,company_name,base_name,zip_code,address,phone_number,crawled_at
7020973913392,3138838089354,3430005001872,MODIFICATION,医療法人社団　さとう小児科医院,医療法人社団　さとう小児科医院,0010025,札幌市北区北25条西5丁目1番1号, 011-756-5007 ,2023-10-23 15:00:00 UTC
6186396906205,2785392890870,1460105000385,ZC_IRYO,医療法人社団　北馬会　たくまファミリー歯科,医療法人社団　北馬会　たくまファミリー歯科,0010025,札幌市北区北25条西4丁目2番5号マックスバリュ北店2F,０１１－７０８－１０００,2023-10-23 15:00:00 UTC
9809550372953,4311979471247,6430005014137,ZC_IRYO,医療法人社団　あいさに,北２５条メンタルクリニックあいさに,0010025,札幌市北区北25条西5丁目1番3号リーブル25 1階,011-756-2505,2023-10-23 15:00:00 UTC
3766576701244,4376855882088,3430002015413,ZC_IRYO,有限会社　野津商店,ケミスト・イン相談薬局,0010025,札幌市北区北25条西8丁目1番17号,011-700-6711,2023-10-23 15:00:00 UTC
2765371095767,1264815445414,1430002044835,ZC_IRYO,有限会社　メディカルライフ,あおい調剤薬局,0010027,札幌市北区北27条西5丁目1-28,011-708-1755,2023-10-23 15:00:00 UTC
8668125349633,6590968810453,4430005006210,ZC_IRYO,医療法人社団　ちはる神経内科クリニック,医療法人社団　ちはる神経内科クリニック,0010027,札幌市北区北27条西5丁目1-28エフテービル4F,011-737-8080,2023-10-23 15:00:00 UTC
5485964685010,2606130346346,9430005004886,ZC_IRYO,医療法人社団　中野整形北クリニック,医療法人社団　中野整形北クリニック,0010027,札幌市北区北27条西5丁目1番28号,011-736-4002,2023-10-23 15:00:00 UTC
1302446948778,5049965247240,9430005011296,MODIFICATION,医療法人社団　緑友会,わたなべ歯科クリニック,0010027,札幌市北区北27条西5丁目1番28号エフテービル5F,011-757-4618,2023-10-23 15:00:00 UTC
3090186072767,8780551204837,2430002006859,ZC_IRYO,有限会社　クリニカル調剤薬局,北２８条調剤薬局,0010028,札幌市北区北28条西5丁目1-14,011-738-2110,2023-10-23 15:00:00 UTC
7145240423025,7672897725503,5430005001680,ZC_IRYO,医療法人社団　小林内科小児科医院,医療法人社団　小林内科小児科医院,００１００２８,札幌市北区北28条西5丁目2番16号,011-716-8531,2023-10-23 15:00:00 UTC
9137293009182,6598801504916,5430005001813,ZC_IRYO,医療法人社団　新川眼科,医療法人社団　北孔会　新川眼科,0010028,札幌市北区北28条西15丁目2番地17号,011-726-1010,2023-10-23 15:00:00 UTC
8681223633840,6292119912361,8120001082605,ZC_IRYO,株式会社ココカラファインヘルスケア,ココカラファイン薬局北２８条店,００１００２８,札幌市北区北28条西13丁目1番35号,011-214-0745,2023-10-23 15:00:00 UTC
7000231042017,3842221427699,3430005004149,ZC_IRYO,医療法人社団　昇英会,医療法人社団昇英会整形外科新川駅いとがクリニック,0010029,札幌市北区北29条西15丁目3番8号,011⁃716⁃1117,2023-10-23 15:00:00 UTC
9557642935822,7062474513322,8430005002024,ZC_IRYO,医療法人社団　北昂会　ファミール内科,総合診療クリニック,0010029,札幌市北区北29条西4丁目2番1-158,011-746-3988,2023-10-23 15:00:00 UTC
5636475877384,8114015423846,7430001023669,ZC_IRYO,株式会社そえる,北日本調剤　北２９条薬局,0010029,札幌市北区北29条西15丁目844-7,011-708-8820,2023-10-23 15:00:00 UTC
9557642935822,8810692205720,8430005002024,ZC_IRYO,医療法人社団北昂会ファミール内科,小石川クリニック,００１００２９,札幌市北区北29条西4丁目2番1-116,011-398-3947,2023-10-23 15:00:00 UTC
1732163894342,5739421921389,8440001005186,ZC_IRYO,シャンティメディカル株式会社,あおぞら薬局　新川店,００１００２９,札幌市北区北29条西15丁目3-14,011-792-1972,2023-10-23 15:00:00 UTC
7566868519775,7362495062234,3430005002020,MODIFICATION,社会医療法人　北腎会,社会医療法人北腎会　脳神経・放射線科クリニック,0010030,札幌市北区北30条西14丁目2番地11号,011-709-1717,2023-10-23 15:00:00 UTC
7566868519775,1156456424137,3430005002020,ZC_IRYO,社会医療法人　北腎会,社会医療法人　北腎会　坂泌尿器科新川クリニック,0010030,札幌市北区北30条西14丁目3番1号,011-790-8002,2023-10-23 15:00:00 UTC
9656587923302,9329152297804,4430005011870,ZC_IRYO,医療法人社団　かむかむ歯科,医療法人社団　かむかむ歯科,0010032,札幌市北区北32条西13丁目1番1号 マックスバリュ北32条店2F,011-706-0900,2023-10-23 15:00:00 UTC
1980011822735,7218708621728,6430005002050,ZC_IRYO,医療法人社団明雄会,医療法人社団明雄会　ロピア歯科,0010032,札幌市北区北32条西10丁目1番1号,011-726-6480,2023-10-23 15:00:00 UTC
9507201504084,3197405516368,3430005001526,MODIFICATION,社会医療法人　北楡会,社会医療法人　北楡会　開成病院,0010033,札幌市北区北33条西6丁目2番35号,011-757-2201,2023-10-23 15:00:00 UTC
9360435141437,2459203535975,2430005005247,ZC_IRYO,医療法人社団　こうじ歯科クリニック,医療法人社団　こうじ歯科クリニック,0010033,札幌市北区北33条西4丁目279番地1北34条ターミナルハイツ1階,011⁃756⁃4618,2023-10-23 15:00:00 UTC
9318608318842,2999097813288,4430005014139,ZC_IRYO,医療法人社団　にじいろ会,南麻生にじいろ歯科クリニック,0010034,札幌市北区北34条西5丁目2番1号ST34 2階,011-736-5530,2023-10-23 15:00:00 UTC
8379875540775,4108840699499,3430005013257,ZC_IRYO,医療法人幸輪会,医療法人　幸輪会　麻生ハピネス歯科クリニック,0010037,札幌市北区北37条西8丁目3番13号前田ビル1階,０１１－７５６－６３２２,2023-10-23 15:00:00 UTC
7015184973727,3036098635486,7430001027983,ZC_IRYO,株式会社ナカジマ薬局,ナカジマ薬局　北３７条店,0010037,札幌市北区北37条西3丁目3-8,011-594-8750,2023-10-23 15:00:00 UTC
6455693973674,8642751630450,6430005014129,ZC_IRYO,医療法人新楓和会,あさぶハート・心リハクリニック,0010037,札幌市北区北37条西3丁目3番12号, 011-792-0222 ,2023-10-23 15:00:00 UTC
4028989722064,4690768088184,1430005005347,ZC_IRYO,医療法人　訪友会,医療法人　訪友会　さっぽろ在宅医療クリニック,0010037,札幌市北区北37条西4丁目2-6マンションブリッジ麻生橋元ビル1階,011-708-3330,2023-10-23 15:00:00 UTC
6455693973674,8642751630450,6430005014129,ZC_IRYO,医療法人新楓和会,あさぶハート・デンタルクリニック,0010037,札幌市北区北37条西3丁目3番12号,011-792-1530,2023-10-23 15:00:00 UTC
8832215420961,3068204672299,9430005004861,ZC_IRYO,医療法人社団　慈生会,小林内科クリニック,0010038,札幌市北区北38条西2丁目2番17号,０１１－７０９－５８８５,2023-10-23 15:00:00 UTC
8038820013270,7713547855696,,ZC_IRYO,医療法人社団　北つむぎ会　さっぽろ麻生乳腺甲状腺クリニック,医療法人社団北つむぎ会　さっぽろ麻生乳腺甲状腺クリニック,0010038,札幌市北区北38条西8丁目2-3,０１１－７０９－３７００,2023-10-23 15:00:00 UTC
4137909947970,6126327732927,7430001020476,ZC_IRYO,札幌臨床検査センター株式会社,ノルデン薬局　麻生店,0010038,札幌市北区北38条西8丁目2番1号,011-706-1211,2023-10-23 15:00:00 UTC
6505677288923,1171285539668,9430005003228,MODIFICATION,医療法人社団　さっぽろ麻生メンタルクリニック,医療法人社団　さっぽろ麻生メンタルクリニック,0010039,札幌市北区北39条西5丁目1番15号北電商販サトウビル4階,011⁃737⁃8676,2023-10-23 15:00:00 UTC
1370777600205,5357607473146,2430005001601,MODIFICATION,医療法人社団　麻生内科クリニック,医療法人社団　麻生内科クリニック,0010039,札幌市北区北39条西5丁目1番15号北電商販サトウビル3階,011-756-5733,2023-10-23 15:00:00 UTC
3614697067547,2774482079576,3430001028663,ZC_IRYO,コアファルマ株式会社,コア薬局　麻生店,0010039,札幌市北区北39条西5丁目1番15号北電商販サトウビル1階,011-756-1665,2023-10-23 15:00:00 UTC
5953086898609,6329084102943,5430005003900,ZC_IRYO,医療法人社団　ささもと眼科クリニック,医療法人社団　ささもと眼科クリニック,0010039,札幌市北区北39条西5丁目1番15号北電商販サトウビル2F,011-700-6661,2023-10-23 15:00:00 UTC
1961166727298,2448250724059,5430005010665,ZC_IRYO,医療法人社団　麻生形成外科クリニック,医療法人社団　麻生形成外科クリニック,0010040,札幌市北区北40条西4丁目2番1号麻生メディカルビル 5階,011-700-3636,2023-10-23 15:00:00 UTC
3845218175899,7073233545705,7430005006224,ZC_IRYO,医療法人社団麻生矯正歯科,医療法人社団　麻生矯正歯科,0010040,札幌市北区北40条西4丁目2番10号麻生パステルセトビル3階,011-726-7377,2023-10-23 15:00:00 UTC
6467387484032,3974965458933,7430001069398,ZC_IRYO,株式会社アインファーマシーズ,アイン薬局麻生店,0010040,札幌市北区北40条西4丁目2番15号東光ストア麻生店内1階,011-717-7180,2023-10-23 15:00:00 UTC
6455693973674,7850777431001,6430005014129,ZC_IRYO,医療法人新楓和会,あさぶハート・内科クリニック,0010040,札幌市北区北40条西4丁目1番1号ASABULAND 1階,011-374-7667,2023-10-23 15:00:00 UTC
1568104066679,8153741656011,8430005001703,ZC_IRYO,医療法人社団　恒仁会,医療法人社団恒仁会　あさぶ小児科,0010040,札幌市北区北40条西4丁目2番15号東光ストア麻生店2階,011-717-3111,2023-10-23 15:00:00 UTC
7816286784310,6215480472171,8430005001554,ZC_IRYO,医療法人社団　及川皮膚科医院,医療法人社団　及川皮膚科医院,0010040,札幌市北区北40条西4丁目325番8号麻生メディカルビル3階,011-746-2566,2023-10-23 15:00:00 UTC
6071322783546,2556534007401,9010001064753,ZC_IRYO,日本調剤　株式会社,日本調剤　麻生薬局,0010040,札幌市北区北40条西4丁目2番1号,011-746-2241,2023-10-23 15:00:00 UTC
1921451461792,8574212528015,2430001002710,ZC_IRYO,株式会社メディプラン,みらくる薬局　麻生駅前店,0010040,札幌市北区北40条西4丁目1-1ASABU LAND 1階,011-768-8444,2023-10-23 15:00:00 UTC
6764311720514,5836683455415,4430005006359,ZC_IRYO,医療法人社団　ちぇりこ会,医療法人社団ちぇりこ会　麻生レディースクリニック,0010040,札幌市北区北40条西4丁目2番20号麻生むらもとビル2階,011-747-8688,2023-10-23 15:00:00 UTC
5574216522185,7234417500624,5430005004535,ZC_IRYO,医療法人社団　よこやま矯正歯科,医療法人社団　よこやま矯正歯科,0010045,札幌市北区麻生町4丁目12番8号アルファ麻生ビル7F,011-707-8020,2023-10-23 15:00:00 UTC
7785048948385,6378425433723,3430001033985,MODIFICATION,株式会社　Ｙ＆Ａ,麻生ポプラ薬局,0010045,札幌市北区麻生町6丁目14-5,０１１－７３７－７１０１,2023-10-23 15:00:00 UTC
7189153469426,8455532999935,4430005001566,ZC_IRYO,医療法人社団　岩寺小児歯科医院,医療法人社団　岩寺小児歯科医院,0010045,札幌市北区麻生町2丁目4番5号,011-758-7736,2023-10-23 15:00:00 UTC
4691696268891,1706831959525,7430005004723,ZC_IRYO,医療法人社団　エナ麻生ＡＲＴクリニック,医療法人社団　エナ麻生ＡＲＴクリニック,0010045,札幌市北区麻生町2丁目2番7号中川ビル2階,011-792-8850,2023-10-23 15:00:00 UTC
7736174419484,8445483215370,1430001010672,MODIFICATION,株式会社ツルハ,調剤薬局ツルハドラッグ新琴似１条店,0010901,札幌市北区新琴似1条7丁目9番35号,011-769-7268,2023-10-23 15:00:00 UTC
6790670309482,3162984856516,1430005004877,ZC_IRYO,医療法人　スポキチ,スポキチクリニック,００１０９０１,札幌市北区新琴似1条12丁目6番3号,011⁃788⁃3210,2023-10-23 15:00:00 UTC
2966629495563,5881405573022,3430005011715,ZC_IRYO,医療法人社団どい内科クリニック,どい内科クリニック,００１０９０１,札幌市北区新琴似1条3丁目3番13号,011-769-1200,2023-10-23 15:00:00 UTC
2957960451874,6089318759764,6430005001639,ZC_IRYO,医療法人社団憲仁会　牧田病院,医療法人社団憲仁会　牧田病院,0010901,札幌市北区新琴似1条2丁目6番25号,011-761-4835,2023-10-23 15:00:00 UTC
2116965908116,8178063331739,2430005014561,ZC_IRYO,医療法人芳正会,新琴似もとやま眼科,0010901,札幌市北区新琴似1条12丁目6番1号,011-769-0363,2023-10-23 15:00:00 UTC
9679828467454,3807720185930,5430005001573,ZC_IRYO,医療法人社団　池田内科,医療法人社団　池田内科,0010901,札幌市北区新琴似1条13丁目1番7号,011-764-8833,2023-10-23 15:00:00 UTC
6905034931801,6051358997731,7430005004459,ZC_IRYO,医療法人緑風会　新琴似皮膚科スキンケアクリニック,医療法人緑風会　新琴似皮膚科スキンケアクリニック,0010901,札幌市北区新琴似1条12丁目6番38号, 011-766-4512 ,2023-10-23 15:00:00 UTC
7296379277292,6957492645931,6430002016136,MODIFICATION,有限会社　はるにれ企画,はるにれ薬局,0010901,札幌市北区新琴似1条2丁目10番15号,011-765-4693,2023-10-23 15:00:00 UTC
6784725784855,8859605280480,1430001005219,ZC_IRYO,株式会社なの花北海道,なの花薬局　新琴似１番通店,0010901,札幌市北区新琴似1条12丁目6番37号,011-764-1193,2023-10-23 15:00:00 UTC
4126638590785,8656644656892,1430001027196,ZC_IRYO,有限会社　キタ調剤薬局,キタ調剤薬局　新琴似店,0010901,札幌市北区新琴似1条3丁目3-13,011-765-1700,2023-10-23 15:00:00 UTC
9553129813632,1136244232793,,ZC_IRYO,医療法人社団　千仁会,医療法人社団千仁会　北海道大志歯科クリニック,0010901,札幌市北区新琴似1条7丁目9番64号,011-766-6551,2023-10-23 15:00:00 UTC
6784725784855,7599998216297,1430001005219,MODIFICATION,株式会社なの花北海道,なの花薬局　新琴似店,0010902,札幌市北区新琴似2条11丁目7-5,011-768-5103,2023-10-23 15:00:00 UTC
7015184973727,9992067494557,7430001027983,ZC_IRYO,株式会社ナカジマ薬局,ナカジマ薬局　新琴似店,0010902,札幌市北区新琴似2条1丁目1-51,011-374-6771,2023-10-23 15:00:00 UTC
4348522985061,9994262651286,1430005011097,ZC_IRYO,医療法人社団　真幸会,医療法人社団真幸会　ユアデンタルオフィス,0010902,札幌市北区新琴似2条10丁目1-10,011⁃761⁃3000,2023-10-23 15:00:00 UTC
3399184512456,2400323067804,2430005014660,ZC_IRYO,医療法人社団千陽,医療法人社団千陽　こんの内科・消化器内科クリニック,0010902,札幌市北区新琴似2条1丁目1番52号,011-299-4107,2023-10-23 15:00:00 UTC
2531176561086,4195367201927,8430005011074,MODIFICATION,医療法人社団望悠会,新川耳鼻咽喉科,0010902,札幌市北区新琴似2条11丁目7-1,011-765-3387,2023-10-23 15:00:00 UTC
6094326086974,7223528657409,3430005001451,ZC_IRYO,医療法人　研成会,医療法人　研成会　札幌鈴木病院,0010903,札幌市北区新琴似3条1丁目1番27号,011-709-5511,2023-10-23 15:00:00 UTC
8950673655601,6679177219654,2430005001576,ZC_IRYO,医療法人社団　阿部内科医院,医療法人社団　阿部内科医院,0010903,札幌市北区新琴似3条11丁目7番24号,011-761-2395,2023-10-23 15:00:00 UTC
4875128486073,4771693157175,1430001027964,ZC_IRYO,株式会社オストジャパングループ,ききょう調剤薬局,0010904,札幌市北区新琴似4条1丁目1番43号ユー･エフ･ティビル1階,011⁃708⁃7799,2023-10-23 15:00:00 UTC
6612500567214,8663929547335,9460105002044,ZC_IRYO,医療法人社団　航慎会,北区しんた歯科,0010905,札幌市北区新琴似5条7丁目1-13シャルムあをき新琴似1階,011-766-1818,2023-10-23 15:00:00 UTC
4137909947970,8142196661426,7430001020476,ZC_IRYO,札幌臨床検査センター株式会社,ノルデン薬局　新琴似店,0010906,札幌市北区新琴似6条17丁目7-18,011-769-5411,2023-10-23 15:00:00 UTC
6784725784855,5587284064975,1430001005219,ZC_IRYO,株式会社なの花北海道,なの花薬局　新琴似６条店,0010906,札幌市北区新琴似6条14丁目1番19号,011-769-5180,2023-10-23 15:00:00 UTC
