sansan_organization_code,url,country_code,corporate_number,name,name_furigana,address_inside,prefecture_name,prefecture_code,updated_at
9656587923302,,JP,4430005011870,医療法人社団かむかむ歯科,シャダンカムカムシカ,北海道札幌市北区北三十二条西13丁目1番1号マックスバリュ北32条店2F,北海道,01,
8142708351784,http://www.roudouhoken.or.jp,JP,3430005001427,公益財団法人北海道労働保健管理協会,ホッカイドウロウドウホケンカンリキョウカイ,北海道札幌市白石区本郷通3丁目南2番13号,北海道,01,
4385225860938,http://www.city.hikari.lg.jp,JP,6000020352101,光市,ヒカリシ,山口県光市中央6丁目1-1,山口県,35,2023-04-03T13:33:09Z
7378805000659,,JP,1430005001949,医療法人社団南郷医院,シャダンナンゴウイイン,北海道札幌市白石区南郷通12丁目北1番25号,北海道,01,
6970590452073,http://www.sinhp.jp,JP,4430005004874,医療法人社団札幌新川駅前内科,サッポロシンカワエキマエナイカ,北海道札幌市北区新川五条1丁目1番22号,北海道,01,2023-04-03T03:34:35Z
8097703537961,http://nire.or.jp/,JP,4430005000584,社会福祉法人楡の会,ニレノカイ,北海道札幌市厚別区厚別町下野幌49番地,北海道,01,
1883857053476,http://www.takikawa.or.jp,JP,3180305002332,医療法人社団一誠会,イッセイカイ,愛知県豊橋市八町通5丁目14番地の1,愛知県,23,
1904431162961,,JP,1430005002063,医療法人社団みどり内科クリニック,ミドリナイカクリニック,北海道札幌市白石区本郷通13丁目南4番27号,北海道,01,
3807372628938,http://www.smwh.or.jp,JP,9430005001438,医療法人明日葉会,アシタバカイ,北海道札幌市北区北十三条西4丁目2番23号,北海道,01,
4238272731941,http://www.sk-clinic.jp/,JP,9430005006362,医療法人社団東桑会,トウソウカイ,北海道札幌市北区北十八条西2丁目1番10号,北海道,01,2023-04-03T14:43:42Z
8276561744971,http://www.shinsapporo-itta-dental.com,JP,,,,,,,
7393617086209,,JP,6130003002446,合同会社日和,ヒヨリ,京都府京都市西京区下津林前泓町40番地3ル・プルミエール桂2階,京都府,26,
5485964685010,http://www.naka-kita.com,JP,9430005004886,医療法人社団中野整形北クリニック,ナカノセイケイキタクリニック,北海道札幌市北区北二十七条西5丁目1番28号,北海道,01,2023-04-03T14:08:06Z
2511516458146,,JP,4430005004370,医療法人社団小川医院,オガワイイン,北海道札幌市白石区本通16丁目北11番14号,北海道,01,
7566737733040,,JP,5430005004865,医療法人社団屯田横山眼科,トンデンヨコヤマガンカ,北海道札幌市北区屯田六条8丁目9番20号,北海道,01,
3373264636940,,JP,5430002030261,有限会社札幌ファルマーティー・ワイ,サッポロファルマーティーワイ,北海道札幌市豊平区平岸三条10丁目1番18号,北海道,01,
3776212436400,http://www.hibarigaoka-hp.jp,JP,6430005001481,社会医療法人貞仁会,テイジンカイ,北海道札幌市厚別区厚別中央三条2丁目12番1号,北海道,01,2023-04-03T03:24:36Z
5060182386095,http://www.risseikai.net/,JP,6021005003294,医療法人社団立靖会,リッセイカイ,神奈川県相模原市中央区相模原5丁目1番7号グラスワン1階,神奈川県,14,
6311876310161,http://www.care21.co.jp/,JP,5120001101680,株式会社ケア21,ケアニジュウイチ,大阪府大阪市北区堂島2丁目2番2号,大阪府,27,2023-04-03T12:35:05Z
6512500599464,http://keiaigroup.com,JP,,,,,,,
8950673655601,http://www.abe-naika.com/,JP,2430005001576,医療法人社団阿部内科医院,シャダンアベナイカイイン,北海道札幌市北区新琴似三条11丁目7番24号,北海道,01,
1980011822735,,JP,6430005002050,医療法人社団明雄会,シャダンアキオカイ,北海道札幌市北区北三十二条西10丁目1番1号,北海道,01,
9558197300950,https://www.aiwakaigo.com/,JP,9180002063102,有限会社愛和,アイワ,愛知県日進市米野木町家下122番地2,愛知県,23,
3191147548935,http://hp.kaipoke.biz/g0z/,JP,2120101065060,株式会社move,ムーブ,大阪府泉大津市池浦町3丁目4番20-16号,大阪府,27,
7406145421835,http://www.town.imakane.lg.jp,JP,3000020013706,今金町,イマカネチョウ,北海道瀬棚郡今金町字今金48-1,北海道,01,2023-04-03T04:15:05Z
6020626747360,https://suzuran-ph.jp/,JP,6420002001196,有限会社ケイエスメディカル,ケイエスメディカル,青森県青森市橋本2丁目13番5号,青森県,02,
8639763981235,,JP,6050001013098,株式会社手,テ,茨城県かすみがうら市下稲吉2632番地24,茨城県,08,
2851449956757,,JP,5060001025812,株式会社竹心,タケシン,栃木県宇都宮市戸祭3丁目8番21号,栃木県,09,
8221552771113,,JP,4250005004827,医療法人健幸会,ケンコウカイ,山口県萩市大字吉田町1番地,山口県,35,
2066324737029,,JP,1310005002884,社会福祉法人健世会,ケンセイカイ,長崎県佐世保市桑木場町159番,長崎県,42,
8650600119606,,JP,3320005005868,社会福祉法人偕倖社,カイコウシャ,大分県竹田市大字三宅1763番地1,大分県,44,
6462033616251,,JP,2430002040494,有限会社シャクティ,シャクティ,北海道札幌市北区屯田六条6丁目5番33号,北海道,01,
5636475877384,https://www.pals-pharmacy.com/,JP,7430001023669,株式会社そえる,ソエル,北海道札幌市中央区北六条西16丁目1番地5,北海道,01,
8146793624090,,JP,7430005001778,医療法人社団白石こどもクリニック,シロイシコドモクリニック,北海道札幌市白石区南郷通2丁目北2番1号,北海道,01,
4842741664715,,JP,8180001133550,株式会社RASHIKS,ラシクス,愛知県瀬戸市萩殿町3丁目39番地,愛知県,23,
9246492130400,http://www.h-polepole.com,JP,2290005010294,社会福祉法人拓く,ヒラク,福岡県久留米市安武町武島468番地の2,福岡県,40,
9453998703423,http://www.oct-net.ne.jp/~wada1/,JP,3320005003236,医療法人信和会,シンワカイ,大分県宇佐市大字出光165番地の1,大分県,44,2023-04-03T15:26:38Z
4471623833218,http://kiboukai.byoinnavi.jp/pc/,JP,6430005011893,医療法人社団輝望会,キボウカイ,北海道札幌市白石区平和通4丁目南1番7号ラベンダー白石701号,北海道,01,
6707095385490,https://www.houjin-bangou.nta.go.jp/henkorireki-johoto.html?selHouzinNo=6060002022790,JP,6060002022790,有限会社三鈴堂,ミスズドウ,栃木県那須塩原市豊浦北町74番地84,栃木県,09,
8248663899438,http://www.city.nanao.lg.jp,JP,4000020172022,七尾市,ナナオシ,石川県七尾市袖ケ江町イ部25,石川県,17,2023-04-03T09:01:50Z
4084344724239,http://www.sanshindou.co.jp/index.html,JP,4430001023408,株式会社丸高三信堂,マルタカサンシンドウ,北海道札幌市中央区北二条西20丁目1番28号,北海道,01,
2607445783337,https://aiemu-pharmacy.localinfo.jp/,JP,6430001044889,株式会社三育,サンイク,北海道札幌市北区あいの里二条5丁目1番45号,北海道,01,
3275038196058,https://artrest.co.jp/,JP,6220001022296,株式会社Artrest,アートレスト,石川県金沢市吉原町ハ66番地1,石川県,17,
1568343233755,https://tonomori.bsj.jp/,JP,9180301030744,株式会社TONOMORI,トノモリ,愛知県豊橋市牛川町字乗小路32番地294,愛知県,23,2023-04-03T10:13:27Z
4393502934880,,JP,,,,,,,
7533652129896,http://hp.kaipoke.biz/fpe/index.html,JP,8140001099911,株式会社SAM,SAM,兵庫県姫路市四郷町見野990番地,兵庫県,28,
1365144287610,,JP,5430002019387,有限会社ミッテル,ミッテル,北海道札幌市北区屯田七条4丁目7番35号,北海道,01,2023-04-03T03:35:09Z
3560502492990,http://www.toei-ina.co.jp/,JP,4030001042398,株式会社東栄,トウエイ,埼玉県北足立郡伊奈町大字大針320番地,埼玉県,11,
5022392871637,,JP,1430002039793,有限会社札幌エムワイファーマシー,サッポロエムワイファーマシー,北海道札幌市中央区北五条西23丁目1番10-1105号,北海道,01,
9833467985727,https://www.terashimaseikei.com/,JP,7430005001893,医療法人社団寺島整形外科,テラシマセイケイゲカ,北海道札幌市北区屯田七条8丁目1番1号,北海道,01,2023-04-03T03:25:53Z
1844667241268,http://www.iwahara-dental.com,JP,8430005003988,医療法人社団いわはら歯科,シャダンイワハラシカ,北海道札幌市白石区北郷七条7丁目4番15号,北海道,01,
6104295863872,,JP,,,,,,,
4044571142997,http://kyotowings.com,JP,,,,,,,
9129973469584,,JP,7430005001654,医療法人社団杏英会安達内科医院,シャダンカラモモエイカイアダチナイカイイン,北海道札幌市北区太平六条5丁目1番17号,北海道,01,
9289738443373,,JP,4430005013495,医療法人イリス会,イリスカイ,北海道札幌市白石区南郷通1丁目南8番10号白石ガーデンプレイス3階,北海道,01,
9338025836524,,JP,6430005001820,医療法人信佑会吉田記念病院,シンユウカイヨシダキネンビョウイン,北海道札幌市白石区本通2丁目南5番10号,北海道,01,
2994993256971,http://www.city.saku.nagano.jp,JP,2000020202177,佐久市,サクシ,長野県佐久市中込3056,長野県,20,
8126431958475,,JP,,,,,,,
8923900460398,,JP,7430002029616,有限会社ウィッシュ,ウィッシュ,北海道札幌市北区あいの里一条6丁目2番1号,北海道,01,
2125627513844,http://www.fukufuku-p.com,JP,8230005008751,特定非営利活動法人ポエム,ポエム,富山県富山市月岡町4丁目171番地1,富山県,16,
4691696268891,http://www.ena-clinic.com,JP,7430005004723,医療法人社団エナ麻生ARTクリニック,エナアサブアートクリニック,北海道札幌市北区麻生町2丁目2番7号中川ビル2階,北海道,01,
3631970327476,http://www.momo3.net/,JP,4190002018398,有限会社だいち,ダイチ,三重県員弁郡東員町大字中上790番地1,三重県,24,
3668221098045,http://www.miyanomori.or.jp,JP,7430005001497,医療法人讃生会,サンセイカイ,北海道札幌市中央区宮の森三条7丁目5番25号,北海道,01,
8940566808538,http://www.sansoukai.or.jp,JP,1430005011782,社会福祉法人三草会,サンソウカイ,北海道札幌市東区本町二条5丁目7番10号,北海道,01,
4159990489607,http://www.kaminopporo-ic.jp/,JP,5430005003628,医療法人社団圭桃会,ケイトウカイ,北海道札幌市厚別区上野幌一条3丁目1番7号,北海道,01,2023-04-03T03:35:10Z
6612500567214,,JP,9460105002044,医療法人社団航慎会,コウシンカイ,北海道広尾郡広尾町本通11丁目10番地,北海道,01,
6567775396991,,JP,9000020394025,佐川町,サカワチヨウ,高知県高岡郡佐川町甲1650-2,高知県,39,2023-04-03T14:24:28Z
2765371095767,,JP,1430002044835,有限会社メディカルライフ,メディカルライフ,北海道北広島市大曲緑ヶ丘4丁目14番地5,北海道,01,
8157856510205,http://www.ishikane-hospital.or.jp/,JP,9430005001958,特定医療法人朋友会,トクテイイリョウホウジンホウユウカイ,北海道札幌市北区新川714番地2,北海道,01,
4816537633860,http://shinoro-kodomo.jp,JP,9430005012278,医療法人社団篠路こどもクリニック,シャダンシノロコドモクリニック,北海道札幌市北区篠路三条6丁目4番32号UURコート札幌壱番館1F,北海道,01,
4155346855091,,JP,2430002005588,有限会社菊水六薬会,キクスイロククスリカイ,北海道札幌市白石区菊水四条2丁目2番27号,北海道,01,
9513226027414,http://www.kanazawakokoro.com/kokoro-gh/,JP,5220005002015,社会福祉法人こころ,ココロ,石川県金沢市長坂町ヲ192番3,石川県,17,
9622243568845,https://alfahoukanst.jp,JP,6190001029345,株式会社Alfam,アルファム,三重県四日市市楠町南五味塚160番地4,三重県,24,
5832086613960,,JP,4430005001673,医療法人社団小野幌医院,シャダンアツベツチョウコノッポロイイン,北海道札幌市厚別区厚別東四条4丁目5番15号,北海道,01,
8981792324289,,JP,8100001006714,株式会社i,アイ,長野県須坂市馬場町401番地17,長野県,20,
8150197464693,http://www.career-ccg.jp,JP,4430005003380,医療法人社団渡邉一彦小児科医院,ワタナベカズヒコショウニカイイン,北海道札幌市白石区本通1丁目南1番13号,北海道,01,2023-04-03T03:35:07Z
1336117424525,,JP,2430005001865,医療法人社団フクロウ会,シャダンフクロウカイ,北海道札幌市白石区本通9丁目南5番11号,北海道,01,
3210504145749,http://www.vill.tomari.hokkaido.jp,JP,2000020014036,泊村,トマリムラ,北海道古宇郡泊村大字茅沼村字臼別191-7,北海道,01,2023-04-03T04:05:27Z
1668456810429,http://www.erim.jp/,JP,1430002031296,有限会社エリム,エリム,北海道札幌市白石区本通1丁目南1番13号,北海道,01,
8829553567978,,JP,2180001145130,株式会社リアン,リアン,愛知県名古屋市中川区江松1丁目301番地,愛知県,23,
4966500665164,http://www.shinoroseikei.jp,JP,6430005001804,医療法人社団篠路整形外科,シャダンシノロセイケイゲカ,北海道札幌市北区篠路四条5丁目3番9号,北海道,01,2023-04-03T03:26:42Z
8135834514858,,JP,6430005003379,医療法人社団えんどう皮膚科クリニック,エンドウヒフカクリニック,北海道札幌市白石区南郷通19丁目南3番11号メディカル97 2階,北海道,01,
1111167435082,,JP,4170001012346,株式会社一時,イチジ,和歌山県田辺市天神崎35-30サンヴィレッジ202,和歌山県,30,
9678833003010,,JP,8430005001810,医療法人社団佐野耳鼻咽喉科,サノジビインコウカ,北海道札幌市北区新琴似八条6丁目5番10号竹内メディカルビル2階,北海道,01,
8366612284961,http://www.foresight2001.co.jp/,JP,6430001011030,株式会社フォーサイト,フォーサイト,北海道札幌市北区北三十八条西2丁目2番3号,北海道,01,
5230223128722,http://www.asabuseikei.or.jp,JP,3430005001435,医療法人麻生整形外科病院,アサブセイケイゲカビョウイン,北海道札幌市北区新琴似八条2丁目2番5号,北海道,01,
1938846667096,http://yamauti-seikei.com,JP,3430005003506,医療法人社団飛翔会,ヒショウカイ,北海道札幌市白石区栄通19丁目13番31号,北海道,01,
3270745546966,http://www.city.kushima.lg.jp,JP,4000020452076,串間市,クシマシ,宮崎県串間市大字西方5550,宮崎県,45,
9932237346296,https://satudora.jp/,JP,9430001020202,株式会社サッポロドラッグストアー,サッポロドラッグストアー,北海道札幌市東区北八条東4丁目1番20号,北海道,01,
4860834420211,,JP,8430005003690,医療法人社団北都眼科,ホクトガンカ,北海道札幌市白石区北郷三条8丁目5番36号,北海道,01,
6510551546721,https://en-gage.net/carumiano-sato/,JP,7180001134707,株式会社amby,アンバイ,愛知県名古屋市名東区香流2丁目1117番地,愛知県,23,
3636772434861,,JP,6330001019595,株式会社一休,イッキュウ,熊本県玉名市滑石2542番地3,熊本県,43,
8600718321956,https://www.mebae-kodomo.com/,JP,6430005003271,医療法人社団めばえこどもクリニック,メバエコドモクリニック,北海道札幌市北区あいの里一条3丁目4番8号,北海道,01,
4848885360728,,JP,1430005001800,医療法人社団小路内科消化器クリニック,ショウジナイカショウカキクリニック,北海道札幌市白石区栄通15丁目9番35号,北海道,01,
1460210142369,http://www.yamanakatatsuru.com/,JP,3430005002086,医療法人社団山中たつる小児科,ヤマナカタツルショウニカ,北海道札幌市白石区南郷通11丁目南3番9号,北海道,01,2023-04-03T03:35:06Z
9553129813632,https://taishidc.wordpress.com/,JP,,,,,,,
3082274551374,,JP,8430005012246,医療法人社団北桜会,ホクオウカイ,北海道札幌市白石区中央三条5丁目1番1号,北海道,01,
7296379277292,http://www.harunire.jp/index.html,JP,6430002016136,有限会社はるにれ企画,ハルニレキカク,北海道札幌市北区新琴似一条2丁目10番15号,北海道,01,
8438675520788,http://www.satou-dc.net,JP,6430005001762,医療法人社団さとう歯科クリニック,サトウシカクリニック,北海道札幌市北区新琴似十二条10丁目2番1号,北海道,01,2023-04-03T03:34:58Z
2119334317783,http://nirenomori.jp,JP,1430005003276,医療法人社団にれの杜クリニック,ニレノモリクリニック,北海道札幌市白石区菊水上町四条2丁目359番1,北海道,01,
5599023834715,,JP,8430005013987,医療法人聖桜会,セイオウカイ,北海道札幌市白石区平和通2丁目南2番地2,北海道,01,
5526435591142,http://kikusui-sg.or.jp,JP,8430005005290,医療法人社団菊水整形外科,シャダンキクスイセイケイゲカ,北海道札幌市白石区菊水三条2丁目13番1号,北海道,01,2023-04-03T17:01:44Z
2156711106825,http://wajima-kabulet.jp/,JP,8220005002763,社会福祉法人佛子園,ブッシエン,石川県白山市北安田町548番地2,石川県,17,2023-04-03T08:56:29Z
4336202932935,http://yurigahara.com,JP,5430005001953,医療法人社団澪和会,ミワカイ,北海道札幌市北区太平九条7丁目1番2号,北海道,01,
9542155781787,http://housuikai.org/clinic.html,JP,2430005001857,医療法人社団萌水会,ホウスイカイ,北海道札幌市北区篠路二条4丁目6番30号,北海道,01,
9298540118365,http://www.ohyama-seikei-or.jp/,JP,7430005011892,医療法人社団東札幌おおやま整形外科,ヒガシサッポロオオヤマセイケイゲカ,北海道札幌市白石区東札幌二条4丁目11番14号メディカル・コート東札幌2階,北海道,01,
8121310276991,http://www.kenyu.co.jp/index.html,JP,3180001054082,株式会社健遊館,ケンユウカン,愛知県名古屋市中村区寿町25番地,愛知県,23,2023-04-03T09:39:00Z
7599344652206,http://www.hide-dan.com/,JP,4470001014056,株式会社英,エイ,香川県善通寺市原田町1202番地3,香川県,37,
2779578024128,,JP,3430005001864,医療法人社団高瀬歯科医院,シャダンタカセシカイイン,北海道札幌市北区屯田四条4丁目6番17号,北海道,01,2023-04-03T03:34:57Z
3354899001674,,JP,2430005001683,医療法人社団北風歯科医院,シャダンキタカゼシカイイン,北海道札幌市白石区北郷二条12丁目7番8号,北海道,01,
2176944533565,http://www.inacity.jp/,JP,9000020202096,伊那市,イナシ,長野県伊那市下新田3050,長野県,20,2023-04-03T08:06:01Z
6053049414925,http://www.city.mitoyo.lg.jp,JP,7000020372081,三豊市,ミトヨシ,香川県三豊市高瀬町下勝間2373-1,香川県,37,2023-04-03T14:09:44Z
1877502475482,,JP,5430002027935,有限会社こもりく,コモリク,北海道札幌市厚別区上野幌三条3丁目2番2号,北海道,01,
3984592203230,http://www.mpd1122.com,JP,3430005003324,医療法人社団白優会三好プリベント歯科,ハクユウカイミヨシプリベントシカ,北海道札幌市白石区平和通3丁目北5番22号,北海道,01,
5035306319747,http://www.kokeikai.com,JP,4430005001707,医療法人社団弘恵会,シャダンコウケイカイ,北海道札幌市白石区北郷二条4丁目6番12号,北海道,01,
6696037893258,,JP,5430005001607,医療法人社団青葉産婦人科クリニック,アオバサンフジンカクリニック,北海道札幌市厚別区青葉町6丁目1番9号,北海道,01,
5071600763000,http://www.inamurahifuka.or.jp,JP,4430005001715,医療法人社団圭光会いなむら皮膚科医院,ケイコウカイイナムラヒフカイイン,北海道札幌市厚別区上野幌三条4丁目9番14号,北海道,01,
3756052190132,https://unismile.co.jp/,JP,8010001028040,株式会社ユニスマイル,ユニスマイル,東京都千代田区神田練塀町68番地1ムラタヤビル3階,東京都,13,
2587580638871,http://www.taihei-ganka.com,JP,3430005011871,医療法人社団太平眼科,タイヘイガンカ,北海道札幌市北区太平十条1丁目2番1号,北海道,01,
1212521532490,https://www.cocoro-inc.net,JP,3080402016996,株式会社こころ,ココロ,静岡県浜松市中区田町329番地の12,静岡県,22,
1243447618525,http://mentalforest-clinic.com,JP,7430005011777,医療法人ライブフォレスト,ライブフォレスト,北海道札幌市中央区南七条西15丁目1番1号クレド3階,北海道,01,
6951244793475,http://www.jata-h.com,JP,5430005010723,公益財団法人北海道結核予防会,ホッカイドウケッカクヨボウカイ,北海道札幌市北区北八条西3丁目28番地札幌エルプラザ5階,北海道,01,
7030421446281,,JP,2430005001717,医療法人社団健守会札幌でむら小児クリニック,ケンシュカイサッポロデムラショウニクリニック,北海道札幌市白石区菊水五条2丁目2番5号,北海道,01,
4988760536144,http://www.ssn-hp.jp/,JP,9430005001462,社会医療法人医翔会,イショウカイ,北海道札幌市白石区本通8丁目南1番10号,北海道,01,
6614381617329,http://www14.plala.or.jp/toukaibasien/index.html,JP,6180001052785,株式会社安里,アサト,愛知県名古屋市港区新船町3丁目1番地,愛知県,23,
7967210336506,,JP,1430001074362,ポポヤクコーポレーション株式会社,ポポヤクコーポレーション,北海道札幌市白石区北郷二条4丁目6番7号,北海道,01,
6072833385201,,JP,3430005014131,医療法人地域包括歯科医療センター,チイキホウカツシカイリョウセンター,北海道札幌市北区新琴似十条14丁目12番15号,北海道,01,
4182265614797,,JP,9430005010315,医療法人社団くすのきこどもクリニック,クスノキコドモクリニック,北海道札幌市北区北二十四条西14丁目3番8号北24条通メディカルプレイスビル2階,北海道,01,
3743626132200,http://www.turtulht.com,JP,5430005001887,医療法人社団康仁会,コウジンカイ,北海道札幌市北区北十七条西2丁目2番16号,北海道,01,
8668125349633,,JP,4430005006210,医療法人社団ちはる神経内科クリニック,チハルシンケイナイカクリニック,北海道札幌市北区北二十七条西5丁目1-28エフテービル4F,北海道,01,
6467387484032,https://www.ainj.co.jp/,JP,7430001069398,株式会社アインファーマシーズ,アインファーマシーズ,北海道札幌市白石区東札幌五条2丁目4番30号,北海道,01,2022-09-28T03:50:23Z
6015923428045,https://www.ooshima-clinic.com/,JP,5430005001821,医療法人社団清香会,セイコウカイ,北海道札幌市白石区南郷通18丁目北3番28号,北海道,01,2023-04-03T03:35:07Z
9739054950090,,JP,3200003005535,合同会社美心,ビシン,岐阜県瑞穂市稲里721番地-106号,岐阜県,21,
3766576701244,,JP,3430002015413,有限会社野津商店,ノヅショウテン,北海道札幌市北区北二十五条西8丁目1番17号,北海道,01,
1315602225384,http://www.okb-clinic.com/,JP,8430005004160,医療法人社団大谷地形成外科美容外科クリニック,オオヤチケイセイゲカビヨウゲカクリニック,北海道札幌市厚別区大谷地東5丁目1番43号,北海道,01,
3995351145054,http://ritsurinsou.or.jp/,JP,2060005004897,社会福祉法人丹緑会,ニロクカイ,栃木県小山市大字塚崎463番地1,栃木県,09,
5044574721541,,JP,4430005004288,医療法人社団えんどう小児歯科・矯正歯科医院,シャダンエンドウショウニシカ・キョウセイシカイイン,北海道札幌市北区北二十三条西3丁目2番28号第一高瀬ビル3階,北海道,01,
3614249648655,http://kaigotaxi-kikyo.com,JP,6310001014607,株式会社輝橋,キキョウ,長崎県佐世保市桜木町3番25号,長崎県,42,
8677410527198,,JP,8210001017023,株式会社LIFE,ライフ,福井県福井市城東1丁目14番1号,福井県,18,
7420661034458,,JP,5430005014666,医療法人社団成嶺会,セイレイカイ,北海道札幌市北区北二十二条西4丁目2-12コモド22 1F,北海道,01,
8651350980536,,JP,,,,,,,
8075400889905,,JP,3430005001609,医療法人社団あいの里内科消化器科クリニック,アイノサトナイカショウカキカクリニック,北海道札幌市北区あいの里一条6丁目2番2号,北海道,01,
8292113884620,http://www.rhythmic-gynecology.com,JP,3430005004875,医療法人社団リズミック産婦人科クリニック,リズミックサンフジンカクリニック,北海道札幌市北区北二十二条西5丁目1番32号,北海道,01,2023-04-03T03:34:58Z
5842987899647,,JP,3430005001658,医療法人社団こすげ内科医院,コスゲナイカイイン,北海道札幌市北区屯田二条3丁目8番10号,北海道,01,2023-04-03T03:34:08Z
3083976517352,http://sakura-jibika.com/,JP,1430005010322,医療法人さくら耳鼻咽喉科,サクラジビインコウカ,北海道札幌市白石区東札幌三条3丁目13番1シヴァビル2階,北海道,01,
8114827907687,http://www.kinentou.or.jp/,JP,9430005004143,社会医療法人交雄会メディカル,コウユウカイメディカル,北海道札幌市厚別区厚別中央一条6丁目2番5号,北海道,01,
5805770737123,http://www.town.otobe.lg.jp/,JP,1000020013641,乙部町,オトベチョウ,北海道爾志郡乙部町字緑町388,北海道,01,2023-04-03T04:15:05Z
4613370147277,http://omesankeihp.jp,JP,5013105000818,医療法人社団三秀会,シャダンサンシュウカイ,東京都羽村市羽字武蔵野4207番地,東京都,13,
8250971080356,http://www.kitagawa-clinic.jp/original2.html,JP,6122005001922,医療法人修智会,シュウチカイ,大阪府八尾市山本町南1丁目10番11号,大阪府,27,2023-04-03T12:43:32Z
7654823719425,,JP,9330001017514,株式会社庭一,ニワ,熊本県熊本市西区中原町1280番地,熊本県,43,
4028989722064,http://www.spzaitaku.com,JP,1430005005347,医療法人訪友会,ホウユウカイ,北海道札幌市北区北三十七条西4丁目2番6号マンションブリッジ麻生橋元ビル1F,北海道,01,
7627381133371,,JP,1430005001577,医療法人社団英山会,シャダンエイザンカイ,北海道札幌市北区新川四条11丁目8番16号,北海道,01,
2521370789595,http://www.implant-senjinkai.com,JP,5430005003561,医療法人社団千仁会,センジンカイ,北海道札幌市北区屯田五条10丁目8番1号,北海道,01,
6072930441414,http://www.hokusei-hp.or.jp/,JP,5430005001540,社会医療法人延山会,エンザンカイ,北海道札幌市北区新川西三条2丁目10番1号,北海道,01,
4599697485565,http://www.nho-dmc.jp,JP,1013205001281,独立行政法人国立病院機構,コクリツビョウインキコウ,東京都目黒区東が丘2丁目5番21号,東京都,13,
5673191592860,http://fouatons.info/,JP,,,,,,,
7944216516507,,JP,9430001053656,北海道ファーマライズ株式会社,ホッカイドウファーマライズ,北海道苫小牧市清水町1丁目2番1号,北海道,01,
8514969308995,https://ichiki-naikahifuka.com/,JP,1340005003715,医療法人健仁会,ケンジンカイ,鹿児島県いちき串木野市大里3869番地6,鹿児島県,46,2022-07-05T00:08:49Z
9341872011798,http://www.kon-clinic.com,JP,5430005003990,医療法人社団眞明会今医院,シンメイカイコンイイン,北海道札幌市北区北二十五条西8丁目2番3号,北海道,01,
1302446948778,http://watanabedental.net/,JP,9430005011296,医療法人社団緑友会,リョクユウカイ,北海道札幌市北区北二十七条西5丁目1番28号エフテービル5階,北海道,01,
